랭킹,상품명,가격,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,중량,등급,링크
244,M 신선하고 찰진 식감 오늘 썰은 한우육회 300g,29380,,,0,0,G마켓,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=odzlJWwEivP7Fk89Pt6z8f%2F%2F%2Fw%3D%3Dsx692Zpl%2FPikauk%2FupvAbqbJZxqXVuac7SohzLXunDkKk5X2JRgAMpXMWke7HgHVjqsx148h4oxBkwyA%2BozzXQ8i30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbScRFZsqmrt0BbuWdSLEx4mlDJjFSj5AC%2Fc1mTmQe7hV2vERY0ryvvQn%2BpMpCZGEC4iitfm6Qka7O4iP1S2SMrm2Bq5AcTXrN%2FKy6R9F8ADBkEkUcBJ6Hon1%2BRG%2BgmR%2FHehGUviyg8X1aXQ3A7xnl1IRuJm62%2BOEJlco4DcvppDXuOWbVkaICN8hzg0K1%2FdFyLhpAOI91nXqeGxQ0HL4XSOdjIhCW5acpUV1LcXkcr3Pfffisv5tHfoGFh7RH%2BtSaOAFJNLWxG%2Fj2gEfGb7GroeMY%2Fg7TNzW3L02Ls5qhiioG4THYkYTkIwutwX47OSQZLIvqsuIvkWBzuDvD5f3gldFlOMsBSeF%2FQv4Kwy3LDdbfvJfYiJpN4kqYDWwEzWl3wfgli%2BOmlW3fi7bkzimnkYj1XE30ZJj0T0vyIJTPRL2ZZPDRFldCk0sio0mSPR5kRyFO5R%2F4%2FOoVk%2BdkNUSUJxVitNCAZX8SOzx%2BnmLGOsgpnxmZvlJC0JfMLb%2BGkI%2F%2FFZTc3SRYJKEdTDi92W%2BhFhSct0TwZUsutjEY3%2B3tFt8WkJW950DwOKV9C37iSKQ9kVoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=33857838772&catId=50004654
245,M 신선하고 찰진 식감 오늘 썰은 한우육회 600g,40460,,,0,0,옥션,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=%2F8qmtOrYwiA8RMOdC%2BWd0P%2F%2F%2Fw%3D%3DsVizkW%2BV03r0LFRutTQ%2FrC5SEipj69KS7YiKyzFbgbU%2B%2BujfgJbNMB2WWL70VDrkeH7n793ZOqoHE4NukX0wvUEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rScqX2sqQo25E48QkZviqbP7EXlBjwn769jItWMCSaU8g1FzYqEm7ZtSyFkXAw2l4oC%2BcJOraReA9%2FzcNRzdvFBuwyFsF2GHDnFDY5wKLwT6cZhEWriJGVgYHTouXC9ydVFfqQwL%2FhmX4n6pbtcM8U24E0EOVFvVT6GxpRzL33T1XL%2Fowdnq7%2Fmfq67OVRzok0S5SJNLgIdS1XFCtZ5GETGJ2yB9PukNL%2FnOJjR6lyL%2FDGcjMngyy4MTaVuqqa9t9YIvqsuIvkWBzuDvD5f3gldCDKY6WEN6IilmgpIkqnjzjvJfYiJpN4kqYDWwEzWl3wfgli%2BOmlW3fi7bkzimnkYj1XE30ZJj0T0vyIJTPRL2ZZPDRFldCk0sio0mSPR5kRH9EKRS7E1ofLJZXTSzicGI8oZq3gLDuBmfsNVKYsOvXdxopCwhCgXWgU%2FIapWuImZTc3SRYJKEdTDi92W%2BhFhbRSI3kcUWvMU1XyXNCyDLSkJW950DwOKV9C37iSKQ9kVoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=33857905124&catId=50004654
246,M 신선하고 찰진 식감 오늘 썰은 한우육회 300g,29390,,,0,0,옥션,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=T92oX1ilEuh5JSep5H6H5%2F%2F%2F%2Fw%3D%3Ds024kUDEtZB66Df6EXs%2FhiXQPYR8mn5Ny%2Fa1V5UZimRS%2BujfgJbNMB2WWL70VDrkeS4em%2FouSpADXcJrqNVkoV0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rScqX2sqQo25E48QkZviqbP7EXlBjwn769jItWMCSaU8g1FzYqEm7ZtSyFkXAw2l4oC%2BcJOraReA9%2FzcNRzdvFBuwyFsF2GHDnFDY5wKLwT6cZhEWriJGVgYHTouXC9ydVClr4sD9GffPZ8%2FLYWogZ%2FYE0EOVFvVT6GxpRzL33T1XL%2Fowdnq7%2Fmfq67OVRzok0S5SJNLgIdS1XFCtZ5GETGGlw%2F7ZpVt37TXAD5OKH%2BuHTzS9CL%2FZjWnEhulz%2FFqZWIvqsuIvkWBzuDvD5f3gldDJvFln%2BdYeuf1cJBeJrkTjvJfYiJpN4kqYDWwEzWl3wfgli%2BOmlW3fi7bkzimnkYj1XE30ZJj0T0vyIJTPRL2ZZPDRFldCk0sio0mSPR5kRyFO5R%2F4%2FOoVk%2BdkNUSUJxY8oZq3gLDuBmfsNVKYsOvU4KfaFI75SpZVIgtdPLmSJZTc3SRYJKEdTDi92W%2BhFhdhfcaBaPFdQvugItD2UMMikJW950DwOKV9C37iSKQ9kVoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=33857332049&catId=50004654
247,소근소근 국내산 냉장 소고기 육회 600g +육회소스,27810,3,,0,0,옥션,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=kBhjCTV%2Bf0C%2FlL1%2FQNm%2BCf%2F%2F%2Fw%3D%3Dsz7PUQ%2F97h74Lcz74dHWBVk%2FKRtAHfgVFqMdiSsN%2B%2FtG%2BujfgJbNMB2WWL70VDrke0OIzsucgTFIynfulTCUBIkgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rScqX2sqQo25E48QkZviqbP7EXlBjwn769jItWMCSaU8g1FzYqEm7ZtSyFkXAw2l4oC%2BcJOraReA9%2FzcNRzdvFBuwyFsF2GHDnFDY5wKLwT6fjX%2BnDrd1ytigwv9GKryGRPNNo2WUjRdifzN4IuDbEH4E0EOVFvVT6GxpRzL33T1XL%2Fowdnq7%2Fmfq67OVRzok0S5SJNLgIdS1XFCtZ5GETGH4gtlnUs3Pknb%2Fl1Rd4xvXGcjMngyy4MTaVuqqa9t9YIvqsuIvkWBzuDvD5f3gldLXEkoEbId4sPzIn5TeaW%2F4UIkt5M0yIil13vZMydQVHiNIjYqwVtg4JoWlO0btkhZoy82NaOvcQsgf%2Bb0RZfK3%2FaTmo6OwcBnLSRPE2FuXPIxtqDkiAYQThVWH%2FIkunOCgEAMD6tBMPnRRk9ZKz9WI0W4sd6F7uWHzFH1Q1EIx%2B2geY8LIes7Kg%2FgmRPaeulbwHjvC3H6%2BGlGuWb44CIg284rigS4U0IZq7zi0yD6wZCKInXFmIqbDtPdEAPMbOOUHQIiXcF4qwUXZ2sX76wW8%3D&nvMid=31728197869&catId=50004654
248,한우 1등급 꾸리살 육회 300g 1개,37070,,,0,0,옥션,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=zCbsuekRc%2FbG3%2F5tRqTIlv%2F%2F%2Fw%3D%3Ds65%2F%2BhgbjKq61AWUL0UM8ZorhAiJ7jV%2B92VUUV9rhyoRvxAXzF6PXeMif%2BCBZw%2F3%2Fkkqt2UXDKe9uo%2BN8QjXBxci30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbScRFZsqmrt0BbuWdSLEx4mlDJjFSj5AC%2Fc1mTmQe7hV2vERY0ryvvQn%2BpMpCZGEC4z6rgQF2RC6mcu%2B5QJ9bDdfBgdBc4%2BY9JIE1b3YbJKwq%2FU6CBxvhZ4wZPETatnujS9VCCf0b7jt6E3XhZhUvE077Kdc5DhehkeETZ2x0p6ihVXemfpmeX70wC2wQT5nyi5pxiwDZPU40LYzhHX%2FcRv2jExwSWNBpqPTjbVu1HdEczrGgVxGO1kJtNRgC%2Flj9vC7DYGI6FUpLZJfbByb5mwojZJlsDzaFjlMmqxh5ZtQ1NCj%2FTcbC3BYfoj0I6BK0o27vr1siDKFDNwqv%2BY06NW6SHEq57tDueME08x1fro83htWu2d1PaW4UP%2Brwja8qSjbaPyRlLjduEkTDwIUKalfvsrt5Dm3DElTfMoTRgFAeDYJyFnr2%2BNUR%2BQf8C5X2JrYXPz6FlCQQnNop13AiKtMK%2Ffgr%2FgWEFcZj1s6SImazLVWGr8fvvH1mWvUgXPK6j&nvMid=33842302572&catId=50004654
249,논개 한우 1등급 육회 (우둔) 300g,24090,,,0,0,옥션,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=h3dVxxdnE4gB3YzWCmPtE%2F%2F%2F%2Fw%3D%3DsNHJ748udhWFn7vtqU3p1oTQp9hPx7N56zW3uL1NRXtS%2BujfgJbNMB2WWL70VDrkecnmje5%2F2BW8NOgipyvkA90gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rScqX2sqQo25E48QkZviqbP7EXlBjwn769jItWMCSaU8g1FzYqEm7ZtSyFkXAw2l4oC%2BcJOraReA9%2FzcNRzdvFBuwyFsF2GHDnFDY5wKLwT6fjX%2BnDrd1ytigwv9GKryGRbMnuC0e2fBaftvaJP9BR5IE0EOVFvVT6GxpRzL33T1XL%2Fowdnq7%2Fmfq67OVRzok0S5SJNLgIdS1XFCtZ5GETGNkEYSir53T2jpQWMUhtliLGXbGWZ9Lsd26dd7WYRpDyIvqsuIvkWBzuDvD5f3gldMVlRZk8MWmF9Ct%2BmnawQXpEVp0igryvMeq7nwyxkaknllXih9Lh5TSSiHDRy3QNhLaDFvHQwfm%2FH6W9pM5m%2BbhUIpanEirfTnr5H%2BhLNqNKpWkOAiFKSQMiBFN4IZPtqD82OQ3SqBjR%2BnBD1x91E1Z8CXl251OpmWizflz2KEWc%2BPEVPNCid8sdEb8EcSoRKlXgv94Lb%2FaBrY9%2B67EHYizke%2FVP%2BgM94BPZkP5YJ%2Bex&nvMid=33839550050&catId=50004654
250,논개 한우 1등급 육회 (우둔) 300g,24080,,,0,0,G마켓,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=EBysQEjmW4wSMMHv3jE9Pf%2F%2F%2Fw%3D%3DsVRgGQt9nTWt05AnUn0ll6Kxbru2sASLy5w5q31z9uwm%2BujfgJbNMB2WWL70VDrkeSe9pXp542duYaQvgOVcmrEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rScqX2sqQo25E48QkZviqbP7EXlBjwn769jItWMCSaU8g1FzYqEm7ZtSyFkXAw2l4odOj4ZqTlf6mO0q5CMai6BSAIegIogJ%2BetkWSXMqEAt3yzdARz4gqMPwI0MBYvqgOmXeoP6krYsl9VPgF1sBYUm8KU2js2sZctHMITGvx554ZGM93zwPgDat%2FH0%2BvY59t8tiHIrqHY0irb67E1TV95XjVwE7NvwMnG1K0uufOttb84irqoupb5cHtoCFQH9lAJV03cukp%2F9sq6JmLvPVclHjFrTMbK8%2ByGcdsCMsPWEPfnkHPqpBPK4NDL260AYoAr3hl1ddtdDEIo6lYANZaA2ossrMFEWjtHDA5RZ5%2F%2FfV8xFiiHki%2FIAhpKNJriFwEAZPDnzI5ekJK9At6da%2B3asFUJMDt0YCqjEU9sDFKT07kTNvgR4WzTEhQQuOFhvI6Tn3N9h4MrbgDt0J9xzZl1Zb59BSMh9s%2BbMmcHxd6LIDCkd2CpQ%2FahgJeoF%2FR72TunrDzawnJXFpESg3UHYc%2FUeq0sz5DMShorYpU0kcgsAQDfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=33839604641&catId=50004654
251,논개 한우 1등급 육회 (우둔) 300g,22800,,,0,0,11번가,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=7dKPOI1R1zxmkG%2BkO%2FoFFP%2F%2F%2Fw%3D%3DsQjvlNOiJQVBdKOq%2F%2BprwMG7AiMoipFOHyWy%2FhPNUPfm%2BujfgJbNMB2WWL70VDrkeiICmN5oX38Q7Fhg2%2BEhURkgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rScqX2sqQo25E48QkZviqbP7EXlBjwn769jItWMCSaU8g1FzYqEm7ZtSyFkXAw2l4oT8%2FzZHoIk0lN37lsbvmBSrbwU3Q6%2FjFe1Gs3ei7zsOyK7BH4kPl28YeuXPIkcJdRIp7HkUYJTLxnLvcYzm4Ez4%2BUyi6tJyVsRHUOcWCTlZY0tQrySqsU%2FOvkWhYDSI5vgW8iD32kj3w5LShnhDZbK2vqR2unsG9Pw6XBns%2FftjJmn%2B6FVZ%2Fm0w7K7lHYQAO7bbtBUioCYn0VijCOGxk8Jj9Fq909LmQaG5zEhxL%2FHOjqxm%2Fhxo99F%2BlS31s4%2B4lBfpYoZBOHjNxikCiAyqjBNQfU9MfeeeVMdKpvSXR9VxPCvja68CWihJqQIcMovfRSlTMRcKvImWCCxxwoVenmlxd7K8RvjFcIDo5WZOvBRYnQzDKZ1wslgch%2Fae3aGvcLkNvHIDaFSf8bCRLZZ1Y8ZdXLKC06eLn8UkpBe%2BAPQL5ZlQlapEPpDNAAWeFCSZVLe1DzV01EOOuAdKW5yKUI%2BYVsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=33838517582&catId=50004654
252,투뿔한우 육회 120g 우둔살 마장동한우,10080,2,,4,1,한우21번가,3000,육회용,우둔,120g,,https://cr.shopping.naver.com/adcr.nhn?x=EhwnyxP8qeCgZYVoiZHCYf%2F%2F%2Fw%3D%3DsEZZmyXlwlBffcLEKMsjiUVSULOy1oSqcH0COLSfZHna%2BujfgJbNMB2WWL70VDrke79mevpfjmLSnDNp5Q4l4lkgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rScqX2sqQo25E48QkZviqbP7EXlBjwn769jItWMCSaU8g1FzYqEm7ZtSyFkXAw2l4orFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA7C7FSJku6s%2FKAesFrX759ml%2BoelmVLNSohFTrVFrsm5auKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJQPXJ7tLifaHzyhw2X85x4ZtdC8ZqM%2BJMIQfSXZOHzCRdrU9gBvTOY8XVxGgpGxxd%2F3pv9bDlYI32JO%2B3d%2FIMBCpyQWV1D%2BhOKQ8a10GSaG8Ail61Y2qve%2Fo8f9OxLB%2BAuy7SZ3W21DrOPWHydUWc2uYI9E6AztzdFXKIsUHiMFjbe2yO4v0unmO29365IhLpbhy2fYpl1TQaUe09sKfVeqGMFNlgkknru%2BdvRiG2bdysGvSZZnJA2yQCVBBr3HxBVvCTRUZttnVTatrcqX5i9M1fd2QKYcf%2FAmoglUwcbNoC%2FnVJYwcY0p0h1qhOnfiWHRyPBWbUFRhWScTsgQynPg%3D%3D&nvMid=83597835084&catId=50004654
253,한우 암소 육회 신선포장 설도 300g,18900,2,,1,1,동행 축산물할인매장,3500,육회용,설도,300g,,https://cr.shopping.naver.com/adcr.nhn?x=Wrs9b4GPsXMkO1UQQ1YIbP%2F%2F%2Fw%3D%3DsSfCurgMUTc4tim2ibgybJ6RmqtJsiXHWhsnKltudOlm%2BujfgJbNMB2WWL70VDrkevXHqzSQXMtJzWTfONTcDEEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rScqX2sqQo25E48QkZviqbP7EXlBjwn769jItWMCSaU8g1FzYqEm7ZtSyFkXAw2l4orFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5sYRTTLsJNL0U5gECBS3LkybB1Q9AUEOCp%2Bemlv7VJ%2FKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJlxkeGRuejNi6AfsEzRZ94kZKXSoEMQgp4qNO3m4zLSVdrU9gBvTOY8XVxGgpGxxdgOrdvzVZNariFFRxrn6fOaGlVIS2LT8jZn1dfwXBY3SCTTRRu%2BsfW1h1oktZArVwOSb5tsPBnnEmK2f2LQFbpBhVZxyxqJZwMVgWeh%2BKpPI0%2BnPqKE6FUdvtgDXp148HbGEbK8WEomVJc1wsuqLG0AT8IO7lJ2pjZopVMBmKl1Y3JaopANQ5UFuKRrvPajEQGTmwUAZQuCBWracdASJXmXAwp3w69QGT5JEG0za0Y58DfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=82646853590&catId=50004654
254,한우 육회 육사시미 당일생산분 100g 소스 무료제공,12800,21,20,19,1,상상한우,3500,육회용,기타,100g,,https://cr.shopping.naver.com/adcr.nhn?x=60p4yX0z5UwiKxdpcQggPv%2F%2F%2Fw%3D%3DsPOuS%2B8VfFQftGvS9oinknPdH1NLas6uZmyYutMbP8%2F%2B%2BujfgJbNMB2WWL70VDrkevn1prA%2FYbiRs1iwoefEvZUgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rScqX2sqQo25E48QkZviqbP7EXlBjwn769jItWMCSaU8g1FzYqEm7ZtSyFkXAw2l4orFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5h8yPE48SenQsIbryWvrt9brfl%2FaPxxrDnIbbblJizj6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJBl0b4SzmjGOUpPD7G3UPWmQdoxwucTe0R%2FZsKbSTFoldrU9gBvTOY8XVxGgpGxxdNnFzUls0d9nA7ZkZ0W9y7%2FDyg9af2jStD59IwofeXNiCTTRRu%2BsfW1h1oktZArVwBXxtrpXuJ3AIlrz8oSMWPlb5lVBXBHpi3bk4LjT56tDQBMnkjxjBcmnXUUWQF3QrnQaht1bbVuw6KY60DZkTfMTRcySTLT9514OUoz02WfagmY4HPlS1scqrCQDt%2B48AkAlOKwPahCEyYd9E%2BlamjuIaHjljoDL5JRuVasqB26q957NH%2F5B%2FpCTXwc6WDEcTb5cluAak4vfRikzMBUupCQ4SwcLvxUEucVmH%2BcOht40%3D&nvMid=83099190495&catId=50004654
255,한우 1등급 꾸리살 육회 300g 1개,43100,,,0,0,G마켓,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=kpuXAM1gqeoqSclSdJo7N%2F%2F%2F%2Fw%3D%3Ds5b9ZCw%2FJ80lc%2ByHgufAl8dQ28D0Ua4Vm%2BU8gzWXBtGO%2BujfgJbNMB2WWL70VDrkeMxDmyDv5sKhGU5xqdBYOPEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rScqX2sqQo25E48QkZviqbP7EXlBjwn769jItWMCSaU8g1FzYqEm7ZtSyFkXAw2l4odOj4ZqTlf6mO0q5CMai6BSAIegIogJ%2BetkWSXMqEAt3yzdARz4gqMPwI0MBYvqgOmXeoP6krYsl9VPgF1sBYUhdO6Wr9oxnVzxAF4KsonWykL7bswvZmvmnhfHdJNIfF8tiHIrqHY0irb67E1TV95XjVwE7NvwMnG1K0uufOttb84irqoupb5cHtoCFQH9lAJV03cukp%2F9sq6JmLvPVclPWBe%2BFdN3WZabsCOQzL%2BtcEQ6IViC7S3CCXf7wbaDK4r3hl1ddtdDEIo6lYANZaA4b46b9YM7Q7UiEEGUSoiQ6y%2Fg%2B%2FSRal1BwobMCCgGuXBo63KI%2F%2FCF6x3FDZLTb9zPDl9cLXEKmfGRyF%2FCZRcBLeVPF5kKBCqLT%2FStf1dAzPWK00IBlfxI7PH6eYsY6yCszl7WZTGLnjbAbbHQc98VZlNzdJFgkoR1MOL3Zb6EWF4I6m1PwNcTLypcHBtfurwE1JwBn2GZkU%2FHaH1Kv5bY9WhZ3SMHTcLlpircdRzUgq1JIslBmdxaTx7xO1%2BPPoWw%3D%3D&nvMid=33823361182&catId=50004654
256,한우 1등급 꾸리살 육회 300g 1개,37930,,,0,0,11번가,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=hjaVdj53FX6P%2F4MP%2B2sRmP%2F%2F%2Fw%3D%3Ds%2F7Z%2BT6OHYcFuJ2ob0iIrUj5kJ0tnR%2BvF49oB3xFi%2Baq%2BujfgJbNMB2WWL70VDrkeUp%2FKQI81I%2BqYeyL0lEGeZEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rScqX2sqQo25E48QkZviqbP7EXlBjwn769jItWMCSaU8g1FzYqEm7ZtSyFkXAw2l4oT8%2FzZHoIk0lN37lsbvmBSrbwU3Q6%2FjFe1Gs3ei7zsOyK7BH4kPl28YeuXPIkcJdRJeFUN2nEicupqqIL0bTPd9g9%2FKD7s1f4ws37gVbvtNY0tQrySqsU%2FOvkWhYDSI5vgW8iD32kj3w5LShnhDZbK2vqR2unsG9Pw6XBns%2FftjJmn%2B6FVZ%2Fm0w7K7lHYQAO7KWOvC5Zdbf7lwDDlLHb2Tz9Fq909LmQaG5zEhxL%2FHOjqxm%2Fhxo99F%2BlS31s4%2B4lBrzUGfy7Bbby43zWAu5a9M9ZXAaWHW9ItXM3HeYief3f7cxyGY2gJRuN3QcADBdcYXwjJFD37F%2BGSNhkPEJV7PCcH8z6KWBlRCIwVAy7mpYt1%2Bbkhp6pdQ7QRgBkX8ZdyhWSz%2FZaKp5ngaTnnSF2pAZUXmOUlb9qEeqqboVum%2B%2B1Q0NLWGseFvIZoQjTl7eyiy8Tuz17tGDLuG6UOT7QCMw4SwcLvxUEucVmH%2BcOht40%3D&nvMid=33822120979&catId=50004654
257,한우1++ 투뿔 냉장 소고기 육회 200g,12240,8,,0,0,11번가,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=9Ln7BHtPj9PejMmaD%2BkskP%2F%2F%2Fw%3D%3DsaKjja3aOHyEKwsXwtS1k%2BfWxxwWYr53f9h%2FYyv4%2Ftvq%2BujfgJbNMB2WWL70VDrke6IQTS80ctWrnU8wVTvWDkEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rScqX2sqQo25E48QkZviqbP7EXlBjwn769jItWMCSaU8g1FzYqEm7ZtSyFkXAw2l4oT8%2FzZHoIk0lN37lsbvmBSrbwU3Q6%2FjFe1Gs3ei7zsOyK7BH4kPl28YeuXPIkcJdRJ6HtLxaKBaaSGzKwzMhBfDzRqzDvOdxVnTkOJOHUxRo0tQrySqsU%2FOvkWhYDSI5vgW8iD32kj3w5LShnhDZbK2vqR2unsG9Pw6XBns%2FftjJmn%2B6FVZ%2Fm0w7K7lHYQAO7oh0Zi2H2x0Qoz5%2FpGrzZIz9Fq909LmQaG5zEhxL%2FHOjkmev%2BifiLb676UJ3Ej%2FOe7uJEX41y%2BNxEpnJ8xsDGs9ZXAaWHW9ItXM3HeYief3fPTe3BYzaZ6esIHvE8nkkhxWe6f41lkJqntsFgdrXZb4EYfE0npYWKebSzONagnrMMxBwt1UBjhZ4pt0I7kNwSf%2FYrV0V3kZzEWBGG%2B41PPI8GKY8NnA621mNyvBRyVn2OdVCMmXBYJfPBhgfbOk2p8Q3CHRd5oKIMaDeHrthvIc2OqH9l6YII5ugOGfB4CYY%3D&nvMid=31139782611&catId=50004654
258,한우 1등급 꾸리살 육회 300g 1개,43100,,,0,0,쿠팡,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=8Eqih6A%2BJ5I73NW3KprTk%2F%2F%2F%2Fw%3D%3Dss5p%2BHqfkidWML3fwwJwGfJj5KsTBW7mr4Iq4aD5%2FnFs2T%2B2I7vM1lywjaE2447yKgR7LG49xwo9dXFa4HCG1S9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHa4jngLM9HO%2FfJpiusNRo%2B1U%2BugWV58FF1yK6SFRtv60upBEfYRWpW%2BYMADCvcxVwXY2gbg87E%2BvAUYpr%2BBOvkuOij8QumI4pu6NpOdnRkd%2FdnwOuPtNpPIk67HkE2O54VFngFG9jwXv2V0oL2Gad%2Buf%2BDFtmnnktvf3yxvdLWvXW5ju05VadQsje6ubz1Jxd7utmHWYParJx%2ByFs%2Bqd1TthyjMwN0jMzUOOGD6mDecBWCCWHY65bMMnlGpU29ZSXMmvI%2BqwPnyDghmtDpfkM47ngnxQ7ssMZd09T0OjyjIxearTBvydD1LUI3JWpCADIXFe1JY%2FKZZMq63yhHYtbbz2M3mI0cjzy%2FkCMStsf8pAi%2Bqy4i%2BRYHO4O8Pl%2FeCV0%2FAFK5lrxRvRmj8V%2F6CHFznYy7rW3gNpg3MV4Gyu%2FqTt6CYO2g%2FF2XYvFVPQA7Syr3TVIxf6IMt31zUcZChy89AU29iS7NkbStnsmVvLgFVTKtcdHXQUle4QuwkLKhA2DToqn8d5rsxOUGXPQloGM%2FHwJeXbnU6mZaLN%2BXPYoRZwwsrZW5vegZKBr2j5lIFK8qem%2FvzuJXXvyxa8iXD5sUOR79U%2F6Az3gE9mQ%2Flgn57E%3D&nvMid=33786428796&catId=50004654
259,[이룸축산] 한우1등급 육회 200g,21000,,,0,1,식품전문푸드샵,0,육회용,기타,200g,1등급,https://cr.shopping.naver.com/adcr.nhn?x=%2BQIxQp8B1m7z9rNVP8xEQv%2F%2F%2Fw%3D%3Dser5WMkfe5nz805qiWyufQ4eX0RlZhkceclkFsj9zD9a%2BujfgJbNMB2WWL70VDrkeT2CMtlmbdLJYxbiiLer5ekgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rScqX2sqQo25E48QkZviqbP7EXlBjwn769jItWMCSaU8g1FzYqEm7ZtSyFkXAw2l4orFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA59SpJgvp1GYDrpPDo2vRSVekX%2FAUC%2FlKHwPWSYn0Y41quKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJp6XLyiOLxmBXT3A983RAoIgdDZF0qLojVOl6WShZYnZdrU9gBvTOY8XVxGgpGxxdvnXpNZ7ooJEaDVwzfVfbgOBWl78yuZ24A16K%2BYNGDJ8Uo9nEbrTLaLWtCqWTbDezAgW5bkGp9D1CR9ul4%2Boa3eiqathWiTUQO9ghf7Y7%2BfooBADA%2BrQTD50UZPWSs%2FVi%2BruLbOmoQMLxN1EyJ25ya4OuAKV6RXG1Is03XJLviBevRPnkD73y7DpMF9xvKh0FJEB%2FuqpdEil9yJvLzn0LP0EqG7uBJzvF2UtnelioEE7Njqh%2FZemCCOboDhnweAmG&nvMid=84336337162&catId=50004654
