랭킹,상품명,가격,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,중량,등급,링크
244,예가소들마을 1등급 한우 다짐육 300g,18510,,,0,0,옥션,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=m9akwa%2BACxxP1ROttMxd4P%2F%2F%2Fw%3D%3Dsm%2FlspFtc30ifalQ1hXGKC6%2Fo6ouOh2v7fSrKXkhMQ7Aw0b%2FX32UjGonFLbhHu5mUTKCHCDwrjwjglnTmYCF6DW3gFeWFhz%2FqlT2n0oD0pxfDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjjUU1GvB6jmi6seIhkTTGLq7CQ3EM15Tgjd%2Ft%2FwonfdjiAMqbzZl6JcRhJB5Qrx%2BrsNHgaylo8oOLD%2BoSlOgwQ0CHQNNLjv%2FUbY4TLZErh46tBmdPs8XW6Ku1W88DOoIm815DyHEBK1ZoefkSG%2BsCw%2FeGp%2F806oVUTeR4hMybwzypOr9sPYwajBkeE07IGGkJ5SCPsmGKllbt0kl8XIxCXTEYNfZM02xsqiZ4j0%2BrcAQhqQvwmR%2FqlT0jQuNbOPrwmBE6z%2FykESnej%2BT%2BwKw4mwb%2Fn%2BpTKsx19QQulElJgdyGjp1kkCRTo3AGroeIlp4akLBvb2jsUGxqZ966QctjXP7dIQikuHSenHTjswsUS256KHkT%2FLVKDQYPs%2B9uc9ZU3uYEGomVrcBLY5mZc7MpRUuJ%2FHgnmxHkzlt9QiKIXGaLoIg4eUvJ%2Fu0XNDHjbs4HXS6b7mD87wGC8PQZV62cGlDT5srkBAzNfE3lJpaeq2EV3OdHgSE8LoEjTx9zpNPbFaRsOtQUnaEEbxBoHxZXOc%3D&nvMid=32027962242&catId=50004654
245,예가소들마을 [예가소들마을][예가소들마을] 1등급 한우 다짐육 300g,19110,,,0,0,롯데ON,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=NS%2BO8aSb1iR7Lb3ftSZLpv%2F%2F%2Fw%3D%3Ds6kTGxvivuvUpVG%2Bb7wfmrwSckMgXv953zv1MqfwU5Vow0b%2FX32UjGonFLbhHu5mU9QQ4lylbbl1Irq4u%2F1XZrWmRVXRPA7Kv99gO5IaqQfzDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjjUU1GvB6jmi6seIhkTTGLq7CQ3EM15Tgjd%2Ft%2FwonfdjmKVotXQPIdFoK0fmlX6f0kuRuCra0V6kWdISE25kd8GMS4CGJm59WZxeRDzMVFurGmplncBtsa3lgPDHQT%2BPCUBEvyLohvl%2BC6RGqjGm46juoGjt%2BTeWljRnBhbB%2BsJmypPajD6yKnwusQqEpnlTc5S1yd62COp7ZloUf5Z0DGS%2BRSsulxzuZh91kr9PDkB2hB1pXGiXaQEu4aitXWXUa%2FziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyUmQ7fUB4skIvwMeSqNIb1F9KgO4f23lhzqrQUKlELHZ7HvY%2FUzN94OzIr5wG3PfiAmKugsEWOs2kpmHvY6Rxw%2F2sgTag2mVBYuQlSuJnXGye6ZYjwBc30pmt9NnMzIwOFe%2Fx%2Fy7mFqb3D5SpILBrOiyP5DZaeH2JJ7sQW%2Fs7%2FPbeD5cYKj1BCICH%2BLVw3q8op0Bx14GllpZJgzD8rbAB5hQC92yqkafu2cvJkymlZYIAoBADA%2BrQTD50UZPWSs%2FViCLVopSix%2Fij0ONCGmtkGyVJCI32WZpBZ4Yucn5CCNtHOxhAfP4aZ%2BNuirdUNCErrmlZGOXnCjycg00vPkN2eD%2FNxwn9%2FCnMuWWWigrGreLWCqA6%2BrrPkSkQjk3bFq%2FUy&nvMid=32008925125&catId=50004654
246,[예가소들마을][예가소들마을] 1등급 한우 다짐육 300g,19310,,,0,0,인터파크,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=rCcxYyojky1BWv9%2FZ6BCMf%2F%2F%2Fw%3D%3DsKa8V1r9pd%2Fkt262Vs6kMkLND6JtNqEfwaTaWWhSnIH8w0b%2FX32UjGonFLbhHu5mU%2B9x6wHov5heszRU%2Fp5jxfHfFlRNEYVj6F15yuPTDPG3DpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjjUU1GvB6jmi6seIhkTTGLq7CQ3EM15Tgjd%2Ft%2FwonfdjI1hb%2Bx%2BR5cTEOnDUth%2BPb1DHuPCXPk7z4O3%2Bw2Pgn9helejFdkqFTSchcszRHkryySQn9xkudDdCz%2BTzKO0v%2Fgg6GjdTGlZROCRBjp5Ksx%2FfqIxzqixlchHTDz6essv8qwkXVMbwNe%2B45dFaHZqJITVCZ4rdk8hPModxsSdH4jxtPoR%2FfKDSptW64Ob3I4S9fgC3TFCGPSuo%2Bj8pqS5atvKF9MJtSpJvr97yTuE33IRhxKUuncOzXsVZli9nsA7cjB5%2BwQwTWqlzZqCmwHkzL2z08iGxYWGaCTo3LUxn7zcv5HB3EmxJJL56%2Bi96x8VQkIvMoILaJOHCRmSuJuWUS6kB%2BGDyefCZSiRM5MjvM%2BLW6K5wTTd6jI5aPDlIHJ9guA1CJ7iOEqcTXJBnxJZTe2KCbZ6K2c9y8Shb2CxYirSSkljIgNyBIeA3cub8M946ra3%2FSAI7AK1aZT%2B%2F8ewdmuU4bNbVUOXev80OJ6K251doaKZHilHbuauHUigNM5KA&nvMid=32008501019&catId=50004654
247,[신선식품] 1등급 한우 다짐육 300g,19900,,,0,0,하프클럽,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=0z8RPUWr8xIC3bBZjrf5Jf%2F%2F%2Fw%3D%3DsEcUTzk2HuJ8aYEheXLyPxayFCxh0WchbmjHKAZKLCksw0b%2FX32UjGonFLbhHu5mUNiadHNBrjfWrkp%2Fs84Uu6A0ZsAvxPw%2BfaUIB7%2BRxzmDDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjjUU1GvB6jmi6seIhkTTGLq7CQ3EM15Tgjd%2Ft%2FwonfdjyYuhDOZftCXrIEYZUhByK6ahwSSiuHiPn0NKIw2%2FO8BPNzfTePCU0K%2BRWE4JaFlMf9pW%2FY0YZIyODLpiEdI1eg8l6OZhcRF39XvqHGSk4aseIUQtmAVMDarSVp1pb16BSiwQ2Cg6q%2BOe2IeieHNOhPziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyUwXEAfqjmmzpsgzNCFiefrBM6KaVt%2B15vdJFBo7%2B%2BVYUIWTGXiKtP69bp1LAqGTlk8KhKJG9ZkCNnbrbQ7NmpYEMR8YB%2BCgluLqvZvI3Vc4K37EcyZj4E17g4gv7yDtPv9b0Cn8Rhl%2FBu%2FezqD0sYpwC92yqkafu2cvJkymlZYIAoBADA%2BrQTD50UZPWSs%2FVid9S42pfnTsHbCq6o758e9oOuAKV6RXG1Is03XJLviBemKJ4N%2B%2BrneJmXbUcFGZBbYr0oF3ExsVBaWVdFBwW5iF%2FbVaKUuyK0%2FRCaoB4hIadB0CIl3BeKsFF2drF%2B%2BsFv&nvMid=32004338632&catId=50004654
248,(예가소들마을) 예가소들마을 1등급 한우 다짐육 300g,13860,,,0,0,옥션,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=GTuTxD1Z6TXacEs1fH09o%2F%2F%2F%2Fw%3D%3DsWjDnrTsMxHNJh17kW4UZisCQnNa61FJCkln2vV4IncYw0b%2FX32UjGonFLbhHu5mUDBui1GiAerYz7v4sTxwR8nmOM5qqPJFwvVmcvXfOaSHDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjjUU1GvB6jmi6seIhkTTGLq7CQ3EM15Tgjd%2Ft%2FwonfdjiAMqbzZl6JcRhJB5Qrx%2BrsNHgaylo8oOLD%2BoSlOgwQ0CHQNNLjv%2FUbY4TLZErh46QALsGtbAi1l15%2FITRmoQIE1QstJaFic%2B%2BeUsKi1bU%2BXeGp%2F806oVUTeR4hMybwzypOr9sPYwajBkeE07IGGkJ5SCPsmGKllbt0kl8XIxCXR6PZ6AMFefYTzS2c4wP2GVhqQvwmR%2FqlT0jQuNbOPrwmBE6z%2FykESnej%2BT%2BwKw4mz7Syql61xATn4%2BLs8FqulScqzCYdQpDS9QGzAinNcmL9Sq9VAylNOpBQRFFStu87WD5cYKj1BCICH%2BLVw3q8opp9uM7WlIkjTomATpA1q3DgC92yqkafu2cvJkymlZYIAoBADA%2BrQTD50UZPWSs%2FVifm0b0BhCTaPDUSRqzl%2BPGNRhAUZBK%2B18yQPHyun0ryo4r7lrHJ4KeMJVK%2BSNtpsdYr0oF3ExsVBaWVdFBwW5iF%2FbVaKUuyK0%2FRCaoB4hIadB0CIl3BeKsFF2drF%2B%2BsFv&nvMid=32002944364&catId=50004654
249,예가소들마을 1등급 한우 다짐육 300g,11630,,,0,0,옥션,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=qRbiut2NkugWv4Y6kk383v%2F%2F%2Fw%3D%3DsNLHYQjuQFqlkA53%2BlhIEIOitPmaIM5bSbHiWAGdqjU0w0b%2FX32UjGonFLbhHu5mUBrUBPJj%2BFx0D2XXybjRfCB2%2FlEIweNQt90JIYnGz8KnDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjjUU1GvB6jmi6seIhkTTGLq7CQ3EM15Tgjd%2Ft%2FwonfdjiAMqbzZl6JcRhJB5Qrx%2BrsNHgaylo8oOLD%2BoSlOgwQ0CHQNNLjv%2FUbY4TLZErh46fuwfQzFcmCuZMyYfqQ7Iy51IadkbIOfjfIGXkcd3rUTeGp%2F806oVUTeR4hMybwzypOr9sPYwajBkeE07IGGkJ5SCPsmGKllbt0kl8XIxCXR46W%2FuJ4ONKt9gS7RG9PDbhqQvwmR%2FqlT0jQuNbOPrwhhMK7AA1GolzMqcbwsv2YyrBXQFVHzrpTFFipjVADS9Gjp1kkCRTo3AGroeIlp4akLBvb2jsUGxqZ966QctjXP7dIQikuHSenHTjswsUS256KHkT%2FLVKDQYPs%2B9uc9ZU2VwHOkhP1R02WzFidFD1IcvpiXaMdKn0eQ%2BQoQ8ua6JLoIg4eUvJ%2Fu0XNDHjbs4HefOfYGBWJF4V8RL5KZldJ7srL5BMqpC4NongRY5xy6zV3OdHgSE8LoEjTx9zpNPbFaRsOtQUnaEEbxBoHxZXOc%3D&nvMid=31979042203&catId=50004654
250,예가소들마을 1등급 한우 다짐육 300g,11620,,,0,0,G마켓,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=4%2FyP1d818wWSe1x4fU6HsP%2F%2F%2Fw%3D%3DsoKuaS%2FH%2F6Hsfuin3MQlZsE%2FWzgz4tqvk76UvIYmOh%2BUw0b%2FX32UjGonFLbhHu5mUhiVjWu4TKm59OeXpBEWY4C%2FQAZ2aC2rgZU5I3ITghw3DpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjjUU1GvB6jmi6seIhkTTGLq7CQ3EM15Tgjd%2Ft%2FwonfdjI1hb%2Bx%2BR5cTEOnDUth%2BPbxwjWpYvNgLjiG0HhNz8r7ZTHG9e0sA%2FeBePoi%2BFlBkWgwUqMVXes84r51yPNjqiOu8qUP4ELLl%2B7ouBdW%2BdmrIZ%2BLd8f8g%2FJDWnAHAQDmB2s1nua%2Bd3ff14%2FXRqhyekbAo7lL8wYUgY%2BpulvHIv%2Bmm%2BynXOQ4XoZHhE2dsdKeooVV3pn6Znl%2B9MAtsEE%2BZ8ouacYsA2T1ONC2M4R1%2F3Eb9DWA9m4H6PSdu59vKvAv%2Buv9OAQbFvoz00Z8EOdVfO2Quw2BiOhVKS2SX2wcm%2BZsKntiwefPQaNaEgUGmntwvloYlabmuhkxm1Q4hOw7pSeaeYb51hko6ylOq7%2FzavbdBqRQ3FcKb%2FmZQssZnxSaUZnwvh6v3opafGTDDx59V4sRxuPUodycru0Zfw8piyEEob0tD%2BQtdnhgyZNMez%2BAAnq%2B1QG9%2BhKxA%2B8QzplZRlOqCtmr6nkAxT5ob6GPkC8G8r2FCERs1LatCxz0VrjX9ob1NmOoRBMBsXNQGXzjfbC%2BFUQB%2FrDAzm2q1KHRsHkfE%3D&nvMid=31978486811&catId=50004654
251,[영천별빛한우][영천축협]영천별빛한우 다짐육500g / 1+등급,31310,,,0,0,11번가,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=ucO6qAxx5W6xVyFCdSxFyf%2F%2F%2Fw%3D%3Ds7B3PrEslwQ9xiSIElcf9MdIuavrEcl6t%2FM17UtanKoIw0b%2FX32UjGonFLbhHu5mUM4kmhdwrTpIMfTDgZ4W%2BTJ4%2BpfshUP%2BrLTK0w%2FXIJWLDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjjUU1GvB6jmi6seIhkTTGLq7CQ3EM15Tgjd%2Ft%2FwonfdjmKVotXQPIdFoK0fmlX6f0n9jBvQF78L7i7pnL4F1ZjMNaLo85e6Ha77aQ4Q%2Fp7sSCq3iKqLj%2BRWT3kLVMX8TXXFc64MqdUFkSjRAdcYRcM9nNsLO4MUrJRp6725gPO602jb8aLBAi2gEvoFaSnpHu6sJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8%2F3%2Bg9x2MSAnSrvBlU1I%2Fe0jaYHpyxAWTfcz8sPCyELPKRyvq%2BfDUs63OSxYfmA1XhoJcSKhpXzfUEksT2cJY5CH4EroWuigLrY0i%2FSNW%2BHYQzz5w4DjMxUw7nENHtQBNboBQpLSPPJkwJ0bL3j%2FUdJvNvu95sHLJc%2Bq6E%2Fa8Ca09WNdg%2B3MTvR7%2FIw9WqqZuiiJRRc0YA2JTzPsHOz5ABRJ6vcZ4bFaeb1F57i2IomTtnIliZ%2BGrAtn1qd912wXuzdE00TiOijJcvO4zW8PIdlM8W%2BcErshQmZI7mYpqbTCkQam%2F%2BBO5XbGbyVBV4cDF3y2zzmhbPzcLFzCJ8mdjeR0cjwVm1BUYVknE7IEMpz4%3D&nvMid=33878502490&catId=50004654
252,[영천축협]영천별빛한우 다짐육300g / 1++등급,23720,,,0,0,11번가,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=FG6JPhGZTDaavwMC6oeAlP%2F%2F%2Fw%3D%3DsQe9pYbxCMqPoto0cvaxoZ3Qj180OQXAFRjhHVBgJ2GMw0b%2FX32UjGonFLbhHu5mUc8Hk%2FDbLXd%2B%2F34K5QkkVs3Inlncl7A77DGQ8n8MuPeXDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjjUU1GvB6jmi6seIhkTTGLq7CQ3EM15Tgjd%2Ft%2FwonfdjmKVotXQPIdFoK0fmlX6f0n9jBvQF78L7i7pnL4F1ZjMNaLo85e6Ha77aQ4Q%2Fp7sSCq3iKqLj%2BRWT3kLVMX8TXZtm%2BRN9JpeSS9VLHF2%2BaweqCpYz5NiiuetQBIo5hBpB2jb8aLBAi2gEvoFaSnpHu6sJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8tTLiE0mi%2FBbNhCKbf62HHwyoSU0SPexf%2FH0NE3vhMCnKRyvq%2BfDUs63OSxYfmA1X%2BJYizJmtaAXQ3JZ96mDkxuaDhHnnMbM4QNLSZLQkCrEVHMCKskyNhH7XTdI%2F%2Bd269raAxgfe%2Fb3941J9XfGTje4AinjjgYMLFNdN3ulaGCQm%2B7%2BV2FnYz4pmvsFIhaFPPGMmsgNj3aJADSPU2EB%2BmSeM7AreJieYvbc7jI8bSKHmELFO07QEQYUyi%2Bk709RTAc1%2FUaWce%2FxTgikdv1BJhhI2xCq3ZYZRNyrKKKTsSD%2BcvLAEXpM93KseLmlLJCRWDVCYCaeglF2rgr1u2OQIzQ%3D%3D&nvMid=33335077426&catId=50004654
253,[영천축협]영천별빛한우 다짐육500g / 1++등급,37640,,,0,0,11번가,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=ZbNz5EHMr659nMZf%2F8iCsf%2F%2F%2Fw%3D%3DsZuAjvi2dTHsenyYSkNtgVRKDYevxirA6ECJkutsml5Yw0b%2FX32UjGonFLbhHu5mUrbTSmsEewCXIc6C8iRP1J%2FuoifDA0oqywpp%2B5BJv8qnDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjjUU1GvB6jmi6seIhkTTGLq7CQ3EM15Tgjd%2Ft%2FwonfdjmKVotXQPIdFoK0fmlX6f0n9jBvQF78L7i7pnL4F1ZjMNaLo85e6Ha77aQ4Q%2Fp7sSCq3iKqLj%2BRWT3kLVMX8TXTFhudztjz%2FQ2FOm%2F1Mg0KyG11PoSNfo949z%2FmBJKmC%2F2jb8aLBAi2gEvoFaSnpHu6sJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8S1NFoff33luYWNDRlm6A06gt7TVPwaM0IeNeH3cwx67KRyvq%2BfDUs63OSxYfmA1XM1zy%2BN8lE3rdWDpcI%2FAu1Ocu9umKRcTYUu5bveHsleIVHMCKskyNhH7XTdI%2F%2Bd269raAxgfe%2Fb3941J9XfGTjdupGArZjiK1qaxbCKTuae4m%2B7%2BV2FnYz4pmvsFIhaFPPGMmsgNj3aJADSPU2EB%2BmdXJHWgYGhGZc56PnWDjU97mELFO07QEQYUyi%2Bk709RTcBuP7CUhTlMbF0ZUVOrZxBI2xCq3ZYZRNyrKKKTsSD%2BcvLAEXpM93KseLmlLJCRWDVCYCaeglF2rgr1u2OQIzQ%3D%3D&nvMid=33334654612&catId=50004654
254,[기타] 1+등급 한우 다짐육 300g,21900,,,0,0,하프클럽,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=olt0HNRCRrW%2B2oRPoRGAIf%2F%2F%2Fw%3D%3DsFf%2FckiH4pmtDPvFTcWeBbkt7%2BGROZZqimeYwy4VA5yYw0b%2FX32UjGonFLbhHu5mUc7EQ2eB%2BJQV6RJMOqpgxk5rNnL%2FRCdAjv7F%2BdWCDa43DpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjjUU1GvB6jmi6seIhkTTGLq7CQ3EM15Tgjd%2Ft%2FwonfdjyYuhDOZftCXrIEYZUhByK6ahwSSiuHiPn0NKIw2%2FO8BPNzfTePCU0K%2BRWE4JaFlMf9pW%2FY0YZIyODLpiEdI1eo3etUoNqukp9M37YSJh8UEeIUQtmAVMDarSVp1pb16BSiwQ2Cg6q%2BOe2IeieHNOhPziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyUz7hb2LI1LEb9MxsEORcvzs%2FLB4jh%2F5wD3mYKfEMwG0UIWTGXiKtP69bp1LAqGTlkgnnDWl7WSrm3EFon1oY6JIxeAVJCuM0Y9TruIeaJMzQW5gJo%2BQGJRbyadmnbmCorcUGM86WblCHToy5M55VFkmcMKEjMlT7C4BkoKDM%2BNwgDV30EDTxt9pJlMwaaLaWzTbz8bcuHJkRaZmqXzMmvmGU3N0kWCShHUw4vdlvoRYUKuQK7GYOJcTuSyuvnRWWtwFcaGJdSLdnoRdHuoJaClVaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=31803034824&catId=50004654
255,이베따 100% 국내산 1+ 한우다짐육(설도) 300g,20370,,,0,0,옥션,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=ucGF91RrCaPjiHigBgvCDf%2F%2F%2Fw%3D%3Ds8O66jM1sqXPDKXNc14rYId%2Br4F8af%2FDIYWwaoqL323Ew0b%2FX32UjGonFLbhHu5mUqU71SL7SqOApTCYBIvVmSp9xvdfU0bRBcifQ9dp2hg7DpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjjUU1GvB6jmi6seIhkTTGLq7CQ3EM15Tgjd%2Ft%2FwonfdjiAMqbzZl6JcRhJB5Qrx%2BrsNHgaylo8oOLD%2BoSlOgwQ0CHQNNLjv%2FUbY4TLZErh46QvArG6l1hrUV0SVP1CH%2BVs15DyHEBK1ZoefkSG%2BsCw%2FeGp%2F806oVUTeR4hMybwzypOr9sPYwajBkeE07IGGkJ5SCPsmGKllbt0kl8XIxCXQC25K6YXkS4x8RvJUUM3ljhqQvwmR%2FqlT0jQuNbOPrwthpUGupWo5zI9SXUjKYR%2Bx2iWNku2LpTSM3vnvZcuV24P2m4ntCYb%2B1FL6HlsHk8EglcWvqStgaV9WlODY%2F1xTltxaaKmvXis30smdUbDrCr5m5DnqkJMcGUgPvNNWcGc4YeoEo0%2F1%2FziauwBMRsyIw%2BWyfaitBPEAmvUanmUq6WuBZgIaMMFc%2F1e6N9BrI571R5ArDX29ZeAEBlx5q0jJnmCTyyDwyXwrYkuLozhLd83HCf38Kcy5ZZaKCsat4tYKoDr6us%2BRKRCOTdsWr9TI%3D&nvMid=31533800292&catId=50004654
256,이베따 100% 국내산 1+ 한우다짐육(안심) 300g,44550,,,0,0,옥션,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=Muytmk1nvzKGb7dTw4x5fv%2F%2F%2Fw%3D%3Ds2zAU2pXU%2Bgj878YiT991yMX7R9vGHsiNRCwdLQgGo7kO8f7WZJMbj2ACN%2BoCKYnAZ94EuV7hOSgLnXooyQ%2FH%2B7z6vCKiK5U23rJQ8KycrPJD4P%2Bj2CVvS6QkrpszyaIo6sGkobrHOLjdQ9PfNparAOuXt%2Fmr3Yvt3WMncifeW6L8YcPMm1y8tG1KMyL6s%2FsI%2Fl%2BamrcA2XV6Wpk7E2FDmgjbH%2B7sNgzVdawuhA2rgiFocCRGEWD8W%2BMUDH2rQjhpOducEJupHz2XN5Snbi60MkdlybSzHTLaQBjHWmcHeNYya8j6rA%2BfIOCGa0Ol%2BQzjueCfFDuywxl3T1PQ6PKMjF5qtMG%2FJ0PUtQjclakIAMhSPnREXkSrdXsXUy916nbtM6xoFcRjtZCbTUYAv5Y%2Fbwuw2BiOhVKS2SX2wcm%2BZsL7hFPXUZxgkm3NlWee1BuqLcZuKXZqNRwSnXhAC%2F%2FBqtgsD6HOBnSeGq3isIlemECACOuid897vG6RXeWkeZnUclwjRjwnMuPB6wJUwk4r5TT6c%2BooToVR2%2B2ANenXjwd9%2FSju2zWZl7HdwSszw2utt4alXKEj%2BfV%2FjXkKrOSi2Us6ohaZrJLPp1fUlon8vdQb2FmRjPW9gcwt0q4fUY5Rjo0HfNHYZkX4btLD1L3TQ8tVYavx%2B%2B8fWZa9SBc8rqM%3D&nvMid=31533713297&catId=50004654
257,"명품 논개한우다짐육(설도,안심)1+등급 300g",16110,,,0,0,롯데ON,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=rMYHjZhTClP%2BRoJq7oqCMP%2F%2F%2Fw%3D%3Ds%2FPdb9eI9FRqGX7SBZBI9OmDI58n9RcLTZqN06uh69Uz7PweNhZb8Ravk1RyMUZFt1cia3%2BLnfIZNmnWR4ePCnGedW%2BMyCIcyNsWGbi%2FX%2FUA%2Fa18qhDQ1A%2FKJp3fgBDor1uQttTCbs58HTX%2BdUG79JCD1FNWV1bPRM9CdiD6xtuQrW93s2Vx6nUCqbY71UI1p0%2FBrOPNz1eY8MZmozgWsCfllpa1mjfFfIOd0Cvm1kzbCL1qi14fmTN3EEN9xm6SJK1ROpsjiilJjGPqaSS7I5KAzEiPhnWtxZikNnqbpAg6uu5ckKaURRuYLzvjw5xwbtoJQYQPAIjxGoucYQ1fBBoi7LEUs4hI3sAivSNrRqa7wCxkjemDGRnYgTt6vJhCZgTQQ5UW9VPobGlHMvfdPVcv%2BjB2erv%2BZ%2Brrs5VHOiTRLlIk0uAh1LVcUK1nkYRMY7dGBRFZ81O0pS2WFAnLlUR0WlXUSDlh%2B9BVVrg0i9pS2oe3Brm2hlEkZ%2F%2FF5sA4SofBaRbN6Z%2BjTJ9OW6VbAJM3zVaNSnElUms3mYOzPgGmdwVtHtX%2BEmoZba8kef3L07WTCE5APb%2BqrDbQy8RbZ8H%2BR59%2FA7kTmyCmv3Tpw%2FGewyXdwyPoXuTxRrmi3enykXhHlWLlhT4kmK0TX0XWpmzNwJ8zyVMCaCCuazbvgBeJlNzdJFgkoR1MOL3Zb6EWFVh%2F8BFVqERM9XcSPS98YgiAfx2a2ojBR%2Bdw23BwkpKBWhZ3SMHTcLlpircdRzUgq1JIslBmdxaTx7xO1%2BPPoWw%3D%3D&nvMid=31248116070&catId=50004654
258,입안애한우다짐육(240g/8구),23800,,,0,0,11번가,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=sS0yziPH78sEuF0rOwAJWv%2F%2F%2Fw%3D%3Ds1LLuyLXee%2BzSsdCWKq8McdGMHs3%2B8vmIVHdHSQyTsI8w0b%2FX32UjGonFLbhHu5mUrwRN3eSN2WeFpX1l9IWyy23NxtBYbLdnBQ0xzMk%2F2q%2FDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjjUU1GvB6jmi6seIhkTTGLq7CQ3EM15Tgjd%2Ft%2FwonfdjmKVotXQPIdFoK0fmlX6f0n9jBvQF78L7i7pnL4F1ZjMNaLo85e6Ha77aQ4Q%2Fp7sSCq3iKqLj%2BRWT3kLVMX8TXZiOPHhHKNW%2BVP1BV58oRKsahkxbaXH1gfBNd%2BDAosPQ2jb8aLBAi2gEvoFaSnpHu6sJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI82KShuLcxnXAK48Co2TBFNlSbcLqFBS6ZTkyYrzmi%2BrDKRyvq%2BfDUs63OSxYfmA1X42qnED%2BseJLFwQhfDDbtmtOxTeyyW3JzHW51piECRjdXK2Wje8%2Fc45Wt9RgO%2BORC49Svo4LfZr9szXijzrCpaEGsLxS0FWnBi2O9YQ1XJpXxSErJlsMvtZ%2FR3oi8DjVJzJPoV84L%2FzatFyQ2iEHbz48GKY8NnA621mNyvBRyVn0Cg%2Brfv4bu7atQlQbS5RCT8rK1ItMOxyKMbo2ZWSPtPs2OqH9l6YII5ugOGfB4CYY%3D&nvMid=31139838701&catId=50004654
259,[갤러리아] 함평축협 무항생제 1 한우 다짐육 100g,5400,,,0,0,인터파크,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=I5%2Bn3A7YIRnJd0fRoRmjIf%2F%2F%2Fw%3D%3Ds4fNK4sU3xb5ZyutdT6Zx66qSIs%2F3dyNW6eREbS1kNAcw0b%2FX32UjGonFLbhHu5mUvX1tL0khUdm87HgK5utsz2CeFXF3Xu5qdGwL%2BcGLyuHDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjjUU1GvB6jmi6seIhkTTGLq7CQ3EM15Tgjd%2Ft%2FwonfdjI1hb%2Bx%2BR5cTEOnDUth%2BPb1DHuPCXPk7z4O3%2Bw2Pgn9helejFdkqFTSchcszRHkrysSZfIqpSyno9Da5UJRloVZmteloY7KNZemZHI1GOlbLfqIxzqixlchHTDz6essv8qwkXVMbwNe%2B45dFaHZqJITVCZ4rdk8hPModxsSdH4jyZe42tp%2FKcfzwUHgSZbrwDbq6kVrvwffPJbdhnKMAigPKF9MJtSpJvr97yTuE33ISeQZqnWzB%2B9ZziPmQB0mWFjB5%2BwQwTWqlzZqCmwHkzL826aJXLL9xsLATqO2Jef2%2B7nTDpl7AMqDVQ6WTqvGEKBBMZ0YbHIY%2FWKWVfxLfoyQDv2aLlxGFLovja0H%2FXndvpxeIM5zn0FNQt2i4Zx1uRUsJeMXMD9JhjZF%2Fr%2FkvsGuEXjvExFHyHyEHEmlVrSwtw%2FrfYk4XF7Yynu%2FcHOT4D%2FlvdFxO1TWktEss1GtByBb0kFd2puS3%2BZ7Cwpch6QWGFbDf4gHI5rSMJU1BWcIOg&nvMid=30894070579&catId=50004654
