,랭킹,상품명,가격,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,중량,등급,링크
67,68,뭉티기 육사시미 한우 대구 뭉태기 250g 600g 육회고기 육회용 거세소 장흥 마장동,14900,77,69,38,1,싼재네마켓,4000,육회용,우둔,250g,,https://cr.shopping.naver.com/adcr.nhn?x=ZdVXoTKw9z%2FY3o5pwjhn%2Bf%2F%2F%2Fw%3D%3Dsg%2BD4%2Fno6r1%2FhBPZt3DOLz6nQGIbwREnZ%2F5Vb%2B4yzG7o2T%2B2I7vM1lywjaE2447yK0Vpng2kl0ICCjOA1g%2F3rpdyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH4jEZTST%2FGHtH6cnntuce6cjb163Yj5fJLIg8idXIiBEE8h6KBdf2FmbwXiMKqwB6y7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBtLsqs%2FeWUpKjRD1Zac%2B9h23xAhWtgvKpqS9jJi7pCbYiFOgT28sJCECrb49FuTCNjBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDRrcDnE%2FRWZA4pEyZZRarI1CmC9bQkVZMXKS3Wh4CNQWmXDmIOOB6kamF9uF35YumBjTs%2BB9N3pZUUKySFll2I%2FuOed656sFwhd6WuzLEEBGYnrTiC8NwhxRjDR2igH2nwgqRgje59mXfTnCKfS9DF%2FJ%2BwnZqOAQTFR%2Fv4TJE40jE3E327jQwik9jFwtsx5hRWC1An00XDuTw9Ue%2BUjXAZt3q2Rv9K8UGkmo3peWJIce%2FARnzcKWmL%2FdwJQVKEBPSoStHTa4NnODrmsRilGxhVnNw7XgLXBplVWu0t%2FX71hFlLRynxY23%2FiKBtURDiICIoNZMTlEuiJAkIE2uSYlYRIurZgXWFTGiczNlsK9%2B79RVoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=82849496213&catId=50004654
73,74,한우육회 무침 600G 등급무관,35000,252,17,13,1,전남장흥 김재철,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=YX7KR%2F3ACt8lcl7vadjdbf%2F%2F%2Fw%3D%3DsKeDex48FZoY3j8p69gWUjwF3gdju2MVsgyvS%2BmZ5Mhe%2BujfgJbNMB2WWL70VDrkeHnHLrszzEBz7qsmIPyXLo0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSWY7G1dZ4OGSNxlPO3wXNWQpIZmuMCgfXAu66jBebsX8S05jLlaI27Bp%2FV5Vew%2Fk0R2%2B01NoQdRT7PuNJ%2FyDge42ZI8ThWolmqfw9ykCu3a1bKIV0nTcG9DvMpeXqFfSscFKF6%2FDK3%2BD4zXp3BhfEaIJFc0Uf%2BSGT%2BYme1K%2F%2BeSkQhkkHXK4%2FmSRy5icYE%2F27ZC%2BSXUxwyLUckntucAABtTj5GZk1eH1nvH5HzaBjTRM09vFFYJWPupbatwxbth1OVxYF%2BidgRzpKePdoQo6M3N%2BFkpHOiASOnygrdoxLBW3WVwGlh1vSLVzNx3mInn93Vr%2B1e31Fd6n3hzsZKbb5NXKEOXt0twzP7%2FPrPZjDM813ltPp9QnI0Bc6tPsRlADm3XuUna193Sqr%2FveEQT6Y77k9yx2LE4ozzid%2FD5TsgrrVtYuE%2FT1xUxHhqLIzO1PUOYz6tqBAniB6XVVU1SXHvCFQYdOwADq3XNg3OXn9%2BPRoaKZHilHbuauHUigNM5KA&nvMid=81222881072&catId=50004654
74,75,마담이네프리미엄 한우암소 1++ 육회(300g),18000,292,137,20,1,마담이네,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=AEIRAXJD5Ih3yVrcPefpSv%2F%2F%2Fw%3D%3DsIcxrJL9DqfPhVyUXx44gKjichOUPIUyZATn%2FFEElOqs2T%2B2I7vM1lywjaE2447yKbzcL2PJY6BHOI%2FQKEYnPCdyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH4jEZTST%2FGHtH6cnntuce6cjb163Yj5fJLIg8idXIiBEE8h6KBdf2FmbwXiMKqwB6y7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBv6ImvwLPsCox3PuoSSNzBymWmnKPrbn9M4YpBL1rQ4eCFOgT28sJCECrb49FuTCNjBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDQpL5sAAQ0do4HEQ2xYAPyTieaUkujGahFSdY9mGXRfZKIEPy9huh9JNuR6eleqJXju%2FqTFQ0Qf8xs3wllAyi0aJc8H%2F27OK1tROPl3eHuVX9LJFB675dxnIReDhLH7C3AfxzXQHHrsIfelNyWaYViL61CJvQibvQ3fgjtvEhsmuW%2FAG6uqpTcftg8YjTb1Z3JSBeAR9V0o0oc50xScul50XNye9k3akbXZcS5H%2FclHeo07ceHXE2r7YGGJ%2FoU169L8n0ZukIOeoxWiU%2BIND7vOtSKzJdOeHsYXunrtGWoDnxyAhEKTy%2B0Zvtn8oYxIR0Q%3D%3D&nvMid=82458127010&catId=50004654
76,77,1등급이상 한우 육회 육사시미 우둔 200g 소포장,16900,210,10,18,1,조은장터 정읍산외한우마을,3000,육회용,우둔,200g,,https://cr.shopping.naver.com/adcr.nhn?x=FAsYfBl%2BYT6SPJJXCUW%2FP%2F%2F%2F%2Fw%3D%3DsnHpaSle6V8u406zfJGyTGpC59oF77p0az7Dg9D%2BRDCK%2BujfgJbNMB2WWL70VDrkeh49bEe8tFmOiWfdkyQCa5kgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSWY7G1dZ4OGSNxlPO3wXNWQpIZmuMCgfXAu66jBebsX8S05jLlaI27Bp%2FV5Vew%2Fk0rFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA6myCcUZiNwOYtQavI773M0IswXelGMH7ql6Yll24VpJvziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyUMMbzeFwlCm0bLr6ydYEwWanmvB5KVtpLucodB%2Bc7bpt%2FlLnJwMa7Bt8R2%2FUDqQrCEqfXhSNEqS7EG7IhXDMDQUZ6R5wBw%2BbUiVpUHZkI4kPN9tQbR746lQ1IK83x96K1MaqO4HMkdnFlDjXyAoJyIBPEBXz81mE5%2BK07iOr3Fx%2BeQwLASk%2FSqbEByUhEBpieJaMAnx8d%2Br5eXQeDsiFx8SWfesoYRZnu9%2B3jJdMVF%2BzmMA33uS1Z9Fwytrbd525EoRla1zfp3VdEMJ2Eop%2FBqB%2Bw45bQmnWbiJDSB7xs8%2BrAtLNO8XY0RwLfYzp09vT1V3OdHgSE8LoEjTx9zpNPbFaRsOtQUnaEEbxBoHxZXOc%3D&nvMid=13432716614&catId=50004654
78,79,대구 뭉티기 생고기 육사시미 당일도축 한우육회 소고기육회 한우우둔살 150g 300g,14980,268,40,14,1,스위트쿡,4000,육회용,우둔,150g,,https://cr.shopping.naver.com/adcr.nhn?x=27NHxp0uA6hwAx0RNBCnEf%2F%2F%2Fw%3D%3Ds2CjxJ1ooce3RzX3uX9Vta4L2HQY7UNJlge%2B9UmSMEJK%2BujfgJbNMB2WWL70VDrke3qm8KzSrixD1GPleBiaHbEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSWY7G1dZ4OGSNxlPO3wXNWQpIZmuMCgfXAu66jBebsX8S05jLlaI27Bp%2FV5Vew%2Fk0rFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4UsqnFpNufpVM75GADSPN8udtLc1c2etSLJbrEDy4EWquKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJIdxFgtEmTcFxDp03QPP2f9CMzNHrrjStR0RyKBj1FXZdrU9gBvTOY8XVxGgpGxxdUrccEpMyX8X40VrkrpE%2BXqspPxeXDMoQKua2tNKxvkfdAkoLNBGXDTOnlVfUHGtzqq366Z%2FPcO6GGDvniKRcWCTCr1sqVhpPCE7rl79ulHmlq7Ivd9q0Uv9v0JlFPqLmefLVPj9H8byzyuMZZ03HV5kJZMpNVK%2FEgd1XfPMaPo7bun476q1qBOzk2iCpSwvxoaBidGxMHFuiOFJ3YFkhQa2NJuiXx4dVzMPiZVKaR5Cy%2B%2BHOXp8URJ2Emt5rVaYb7s5qyM6D4WPfGFHVeklhcXVmGNwY4GYZtm0KC7s%2FT7Gh5ZCI01BRLDfWHB13ItZjV3OdHgSE8LoEjTx9zpNPbFaRsOtQUnaEEbxBoHxZXOc%3D&nvMid=82622353824&catId=50004654
80,81,소백산 한우 10종 1+등급 이상 한우 꽃등심 갈비살 삼각살 살치살 육회 국거리 소고기,19700,45,46,22,1,승혜축산,4000,"구이용, 스테이크용, 국거리용",기타,300g,,https://cr.shopping.naver.com/adcr.nhn?x=kvn5pjck0tJqojLyt0Ikrf%2F%2F%2Fw%3D%3DskLcyzSqWYOHIa4b%2BFo5xi3%2B2wpadfz%2FHQ%2FNrwT9rKB02T%2B2I7vM1lywjaE2447yKAOD7UWfAZ8XOALyS9eGwy9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH12MfoByEVIL8ZK1KbamffUg8TaDtN6tgOxgWjMS7RrXR%2BWj6NVLAZzX8DAsIok2ky7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBuMjW3nz1MPI66Uh%2FGzIHaIBkvVdVHzkYO%2FR692VuQsXiFOgT28sJCECrb49FuTCNjBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDZeKnFS%2F2wovyaCh%2FRHN%2B96ehqZrkCdtuWMdHwzLpk8FKIEPy9huh9JNuR6eleqJXrJIImw3HUYXJgHfSLVenbuNtsdfy%2BCi6%2Fxb9BZRaSYxeyaCXdG3MnUSlugl23nHaAf8n2wwYvB4fgNsz8n9dz%2F8oalvkfQan%2BgwmYRusYPpPJNIfFuW0B47KQKyRhfJFWVi5KIsMB2lfa3N13zdpwsuSg3uDiznDlQoKYeKME9ci72YuMJML1pXREBpfWzptfzQbuurnU34NZTwGK%2Be6i5sYHT6MBifUUwc7yqriqsNkAlOKwPahCEyYd9E%2BlamjpwCSSFM9JB7rFEUAWsEu%2FkzWogmlChEU%2F%2BU6qsL0s9wM1JuNN0SPzN2fZsBHv6hq4KoDr6us%2BRKRCOTdsWr9TI%3D&nvMid=83282553282&catId=50004654
81,82,[마장동 온우]1++ 투뿔 마장동 한우 육회,20900,46,43,6,1,온우,3000,육회용,기타,300~500g,,https://cr.shopping.naver.com/adcr.nhn?x=JcY5wIWgcocD4%2FYBbnKuqP%2F%2F%2Fw%3D%3DsDhDw6o8l0z4SL9MnNnCny1DFPrUvq8gyfZEL4Y7Lxws2T%2B2I7vM1lywjaE2447yKGmEZ3owAXXmfqG4rvHsdWdyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH12MfoByEVIL8ZK1KbamffUg8TaDtN6tgOxgWjMS7RrXR%2BWj6NVLAZzX8DAsIok2ky7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBvL3JyK5LMqW0ZXJS%2FrzTN%2Fbanqo4zxBNcuEPtqTynLCCFOgT28sJCECrb49FuTCNjBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDdcEr1YsnmM%2BHl1WvXJLr7ErRXoRQMy7J%2F%2BFhnA312TKWQ5Jgg4we5RrHPCpWRq7uTA2bxHmNyqFUzwN3V4%2FGNRGV7Aa7oEf74VPGbfoKTe%2BKMRa3N9vit7VuG7pjAaBOmFu3AWXnFmX8u5ubEzxfPSWOmeZdgu2sysH02dLrM9pPGMmsgNj3aJADSPU2EB%2BmegopjOWiN%2Bc1bmLRMM1UWDmELFO07QEQYUyi%2Bk709RTdhi%2FT%2B8uH4reSaPIugKF%2B2ewXjlXFopGX6gICgQI%2FQyZ4VIC793549Yfi4OoTspUy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=83097341335&catId=50004654
83,84,"[소근소근 한우] 육회 1등급이상 150g, 300g",10900,79,,36,1,맛있는 이야기 소근소근,3300,,,,,https://cr.shopping.naver.com/adcr.nhn?x=E9Ph4bYAEXIpIORtvv4b8v%2F%2F%2Fw%3D%3Ds7rbwsnY5gIjzCKnnKDtRdc6h3EhSNSV7GTc%2BBDGpDpQ2T%2B2I7vM1lywjaE2447yK9Jx6gQSb9h68hb9VqMp7ZdyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH12MfoByEVIL8ZK1KbamffUg8TaDtN6tgOxgWjMS7RrXR%2BWj6NVLAZzX8DAsIok2ky7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBsvB2xHAX9nndvo3k%2F1zL49Hk0gRNGbT18881Re9DAAtiFOgT28sJCECrb49FuTCNjBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDWx66HJ8WmsUKxoRpy%2BrKVBos3G4KiXLTTg%2Bw%2F2Z05z4KIEPy9huh9JNuR6eleqJXrKjVbxvIzY32hhHBjF%2FQJJwqNz52xsMcVcfH5BWYOnHDYy%2FkY2tyhVDXzTBxwjnb3o9%2BRJj3xoWRCYtwgXEpoqrLiTqnEBcHAbG8eHbtbbKKAQAwPq0Ew%2BdFGT1krP1YrA0WyYVpZfC7%2BPCUzgoeWaDrgClekVxtSLNN1yS74gXm1GUyud05Hz9ktQa%2FIP9j%2BuLuaIojBFJVdS4NC4jZtmXH74cObaiWm5bi5TfaxWzzY6of2Xpggjm6A4Z8HgJhg%3D%3D&nvMid=83065647049&catId=50004654
90,91,한우 육회 1등급 200g 소스포함 이유식 우둔살 뭉티기 육사시미,11300,185,193,57,1,한우공방,3000,육회용,"우둔, 기타",200g,1등급,https://cr.shopping.naver.com/adcr.nhn?x=gxAM6zUCWF1LpFtBuhqaGP%2F%2F%2Fw%3D%3Dsw2jN8tvgo2ZNfXTlzJfReayh%2BncU5YrR2S%2BoCpF8jcE2T%2B2I7vM1lywjaE2447yK6pcCnzpLBGDypYRkqI4a%2BNyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH12MfoByEVIL8ZK1KbamffUg8TaDtN6tgOxgWjMS7RrXR%2BWj6NVLAZzX8DAsIok2ky7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBs2vppST5PKSVxxgJFAI6ShgVGbdLcGZQHNea24al8yhCFOgT28sJCECrb49FuTCNjBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDTikDLUDCALaVJg2TgqW2cE21fLi3HoYAvFFoiY%2FA5uRKIEPy9huh9JNuR6eleqJXmdAm7ad3eNn7JT%2Bbia3CWS7cL4oGhdXvjOjRZlBE6rshWjDdxmF7rSPWJc74q2VSvGYkAsd8pQr%2Feog3GJlcGYBeSUXPk9BNcMcZsFI10W%2Ff2is2lhJQVXwzCQ7GaSbH%2BE6MOQ%2FjjK4hHCTBXkyr3Z1eYUlV5XuKbgsfBtaj8YvjWAffvRI6Yuxepgxu%2FmUj6vtUBvfoSsQPvEM6ZWUZTqDZ26Cyqd%2F4LaM03upSAHcreGOxl53zf8%2BpAnsDInfyZVmZAx07r3mrj7m98JuxsSFbDf4gHI5rSMJU1BWcIOg&nvMid=83198153231&catId=50004654
97,98,[양산시 배달] 극신선한 한우육회 200g [양산남부 양산고기백화점],16500,108,22,9,1,양산남부시장 장보기.,2000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=5gvIpBlLPnJHHYDobp%2Bw5P%2F%2F%2Fw%3D%3DsS0rONINGKnYvM3YoP9VF5akJfXIb1FsDBcSFgTSSpaO%2BujfgJbNMB2WWL70VDrkecyRZeYsJbarBlX2K8QG7i0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSgscCEkwjLuAZ1p0PpoBSssgUIKB1YR5p0GrVdUNPDv1Sc31UGbO8uJDnNnZApXkoR2%2B01NoQdRT7PuNJ%2FyDge42ZI8ThWolmqfw9ykCu3a1KqTRFClBcQPdKNXJCxJbnH%2BoD3rA0diwxDDAqwnX%2Bz4JFc0Uf%2BSGT%2BYme1K%2F%2BeSkQhkkHXK4%2FmSRy5icYE%2F27BW36r4QZshREfg%2B3vq7RNrabE1WhatS0tNBuKsv6UEVacWaCOP8PfLB6D8Xk%2FKN7mXDmIOOB6kamF9uF35YumK5fIHMkXwAngg03JvyKydpwdVLVnC%2BfcxrVLg1FmPgR8etQ7tEGlLUel9SNj8Iz0ZaHydx7pM4V3H6XDraRbloYqtyD%2FuIqTb7K2HfdT90uocjAYCSb07vlwtnXMQOlwls5lLyqmyw3wZrWQ1bfFJ8oBADA%2BrQTD50UZPWSs%2FVisiGBpIgghGLy3yWqJdu%2F4IOuAKV6RXG1Is03XJLviBedeptQ97CGyKziCMfXNLOimugbRUn906XN%2FaCB0SrOuSPUiYEHjSl9%2BrvAaeiRsQLNjqh%2FZemCCOboDhnweAmG&nvMid=82753184394&catId=50004654
99,100,한우 치마살 400g 특수부위 사시미 구이용 육회전문 원데이축산,39000,56,13,21,1,원데이축산,0,"구이용, 육회용",기타,400g,,https://cr.shopping.naver.com/adcr.nhn?x=%2B%2B%2BmjDFfDcyTvjSEXZgp4v%2F%2F%2Fw%3D%3DsPqtZyGy36adg8znX%2BH1NSC4JcHl38Hcx0GjfERPlvSq%2BujfgJbNMB2WWL70VDrkeygSFeBBJgS%2Fq9GJHKzHW3UgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSgscCEkwjLuAZ1p0PpoBSssgUIKB1YR5p0GrVdUNPDv1Sc31UGbO8uJDnNnZApXkorFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5kTteIjmhSaJ35ikqcvN3YbjW2FuHSEXADiUerAFSst6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJ4IdQcn9Bg9CDSPNraKlJZiJ5h7ErV2%2Bb%2F08L8J5NlEnHvY%2FUzN94OzIr5wG3PfiALDyX%2BOOWOv4Rc7PUy3NUwrOm1eGWSo%2BW00XVKqyodD5NV9odVZNvfvwMWq6Rn3Nyqc2GnKTRyfcCdDEgX1H%2BbBOHttT56GjrAxRshPgnD5yijqP2%2BqvsjMZpIDVn4jh8fq80OlPbmfYnWMeOZSdxxY5tde0KGpmbwP3IChO6rTW7g%2Bozzf2wsANg%2BgvWwhnFK4Q9c5Yu%2B84bofoTDV7bekyBExyzcrNqNI4JsakVCagUpY5xotWfskEY3PF2rVT6m4yKERTwhqtwEemJpE6VzlS6Wx4obtctwDwCxtPcm1mCqA6%2BrrPkSkQjk3bFq%2FUy&nvMid=82126213919&catId=50004654
104,105,[양산시 배달] 극신선한 한우육회 200g [양산남부 양산고기백화점],16500,108,22,0,1,동네시장 장보기,2000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=tMvLlFiGrWbCHHISwmV%2F%2BP%2F%2F%2Fw%3D%3DsaGeO8WmBGaxcpNcSjXtDCXYoc5qNoPxF51bvLEF%2F21e%2BujfgJbNMB2WWL70VDrkeycRRePH7xpV8dyX13aDt4kgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSgscCEkwjLuAZ1p0PpoBSssgUIKB1YR5p0GrVdUNPDv1Sc31UGbO8uJDnNnZApXkorFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4XKaRjwRDPbxAA5BPYVSlDmDbTuJjKIdalODDGVIngAauKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJYOJz1OgGCiyFisPmv7Wx9JIbgVuhl5hbt6zGD68bbEjHvY%2FUzN94OzIr5wG3PfiAadArTxNXjui0DvjPT9nuKQOtDCbvnjPUk%2BYbpVDdgKIOOSkTNBxrUoKN6lZ0kTMzlx%2FqW2gfnu%2Fxp9IOZigw0OCmntDk06cbdyuWo7VqTIbgUTpMyz366XW5PymAa9JAd7Gu8B7VJbIcluEaoHanIbFvbd14V5eTthe2DM%2FobkR1eYUlV5XuKbgsfBtaj8Yv4sUcuzfZ%2BIFpCwppBsryG6vtUBvfoSsQPvEM6ZWUZTqF22x4RiOMj1OH8wGkPXgtCo1GLD8LN0UrtUOXfVjd6CJkBDhZFVEbJjta8DzhCO7LVWGr8fvvH1mWvUgXPK6j&nvMid=82753184395&catId=50004654
107,108,한우 암소 육회 육사시미 육전용 생고기 300g 우둔살 홍두깨살,19500,253,27,3,1,조한우싱싱몰,3500,,,,,https://cr.shopping.naver.com/adcr.nhn?x=AcumRqQjD%2BdUzMf8hgwQH%2F%2F%2F%2Fw%3D%3Ds0oPy9FJVTh3B4%2FSzYnGwB7nAugEPLvh8Vmu0M%2BqOt9U2T%2B2I7vM1lywjaE2447yKU2W3W26q78NhjL%2F799pZ79yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH12MfoByEVIL8ZK1KbamffUg8TaDtN6tgOxgWjMS7RrXR%2BWj6NVLAZzX8DAsIok2ky7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBs7rMQqknvyT8jJUh%2F8yZXclJJnv%2FggO0MOdhapCVoa3iFOgT28sJCECrb49FuTCNjBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDaRjv4993U2bAyB196NVVa%2FKFJVZr3HjXC535ypbhITkVxYF%2BidgRzpKePdoQo6M3Fj%2FR5GuHsLg%2Fc0uIecKR8%2FWVwGlh1vSLVzNx3mInn93e6yPKGOKBSTvVlSo%2B2aU5oKtzPXnQUPh7JrFEJn0%2BrqX1B4zR%2BprXgz%2FZ66qkz0S6eB4QqllEUyrT5mD%2FRKaNzloYophx8YE0IIAeronUAHFMK7pwdswB2ZjxK%2BftOlTa9iZXk8Att2inuBTU2emUpAJTisD2oQhMmHfRPpWpo6LGs7LI4Fb%2Bj8%2FyjeP3A%2FNShcxdlBjKfNvKIQXKlLoP7IKy7tUvL6wa5Nuz2FrtIMOEsHC78VBLnFZh%2FnDobeN&nvMid=81279941181&catId=50004654
109,110,김포1번가 투뿔한우 1++ 치마살 200g 명품한우 육회 육사시미 소고기 구이용 특수부위,44000,76,14,9,1,김포1번가 축산물도매시장,5000,"구이용, 육회용, 국거리용",양지,200g,,https://cr.shopping.naver.com/adcr.nhn?x=o3wZ5nVJ1Pxcawx0gxnY6f%2F%2F%2Fw%3D%3DsWpg5kKND%2Byj6287NM1%2B1W1jJ3nUdVjiYui9Q%2FwZmkqq%2BujfgJbNMB2WWL70VDrkeW04Ey1%2FfS8mmKB%2BQVsQj50gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSgscCEkwjLuAZ1p0PpoBSssgUIKB1YR5p0GrVdUNPDv1Sc31UGbO8uJDnNnZApXkorFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4Z3fhzvLVIN%2FAKG0nw3CoO2C1SZJLU0v7Hnn3lLFFw96uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJtksBgS7%2FU0U6fvBqJdnRJz4%2F7aB2UO9Yx%2Bs%2B%2BrEBKXnHvY%2FUzN94OzIr5wG3PfiATXEECH5ThXA7pFle31TUqyOS5XSY1%2FkU2QBUPDZC97PO4PzNw8ajZfD6mS4sJh9QGYKikeL1ZXBvuTQzledSj3hCYO81ITzYeePX33UYeyFrhrEdT%2BTFrll%2B2x1crA5O71GCC3ny9t%2Bgs3fX1iilPhtC%2BTMqrc%2Bu22RraNoqpv%2FusquKFTIruM6u7paypT%2F8l3zWfO6ep1WyOtfHaZCrrTx%2BoZpY%2BJCiT685g9GOlZGeWu8MwP0iJ7Y11ZM9rQbBBhq6fmW9HQMVInkzviw7KwwumnvH8eIPke3xZPgdbkm0CCDWLtAEaONtoSLDRI3vnLywBF6TPdyrHi5pSyQkVg1QmAmnoJRdq4K9btjkCM0%3D&nvMid=82159544323&catId=50004654
110,111,당일도축 한우 육회 뭉티기 육사시미 생고기 우둔살 양념장 무료제공 150g 300g,12800,70,32,10,1,육팡미트,4000,육회용,우둔,,,https://cr.shopping.naver.com/adcr.nhn?x=fuQJpowTiShU2s%2BWBsQp4v%2F%2F%2Fw%3D%3DsCYB%2Fbs%2FjBB7M5plrD0QovbR%2FyVF5IVA9nwoLNsW4d96%2BujfgJbNMB2WWL70VDrkeqprvjfVmBr%2Bj3ZAsDvVpQkgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSgscCEkwjLuAZ1p0PpoBSssgUIKB1YR5p0GrVdUNPDv1Sc31UGbO8uJDnNnZApXkorFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA6geK2ev6VfEa7nedhzKZD9e03Z75Uxwn%2BE1fSUu8pe%2BKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJhu8L%2FaPc5CuLtoM9aRRFaDcsSwo3VEWaCazTIjRy%2F0BdrU9gBvTOY8XVxGgpGxxduDOrFkMycOOgJnqK7Ehd0vuj8KLH7PRl0LPXSmm83ElQ7hlhb3iYi773FU73S3wiHGD72EpTTeF2PG3ocT5b5EeTmdAm6K8lfwtZxmVMXG84qiboU0OvXycy5RD%2F%2Bd%2FJgEtF8ReSlYRDpxa79BeINg%2BLRgj%2BlcLGm6ITP808mEAAs3hwKYLpeEOsVo52himZPGMmsgNj3aJADSPU2EB%2BmfYR9V1RVWnQjC%2BfrUFNOGjmELFO07QEQYUyi%2Bk709RT22ASa%2F5xTp9x%2B8llwef4Qy74Q82Jo6qCEBYkN63vhE2mJR0SqnZNTeGuRZiJD1PSy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=82989309871&catId=50004654
111,112,1+＋한우 육회 육사시미 300g 생고기 비법소스 무료,19900,50,37,12,1,양주골한우,3500,육회용,기타,300g,,https://cr.shopping.naver.com/adcr.nhn?x=FNAsNefsiXjAgorxe7HXHP%2F%2F%2Fw%3D%3Ds%2FH8A7YpHsohDk8CdoHEopuVrFbgYlVcSDdGRDr4aEsyk5X2JRgAMpXMWke7HgHVjSPyXlmhiPq1SijmI%2FEvRaci30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSz7Xa9VZxhQ%2Baxg1Dtdr0y%2Fn7SqmUlGulKwYnTgMlJnlg%2BkG1ToYiYrjB2KxdhUqThNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpX7PS4PdwxaPFOyAPW6u26DqLR41Rk6oCD5RDUcdnq64asJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8scUmTyv6cyMcIYcdWOjpobCarwCd%2FeIkO%2Ft46pToyEVXfqiCwBtPYYwEdSt6i2JA3nooS71HTEV6Pe%2B0e2LjcEhAfYZ8pC5LNtjvmg0QacIQAk9rvEg9tEPSQ8EV3PK7Ucl%2FIm5WHHtIvtHwjnOfLQYzKmy7d4UU3vnAeVLZ0rZzH46O7D4Z120EKpl2Ouy2%2FJwIZTdZNNBZG9oZbrzHz2BppZOneWExvPR4PfeTgK9rnvk0ukm3uuKB%2FE1YcMNa8HanEda4SuW49BT0D6UK0b7QNT%2Bhm1bTh%2Ba8DU4AiibNvWPy7Zbu57ADgPbeQsrHPm2V2WLj0oLfvtXSAq9jPg1QmAmnoJRdq4K9btjkCM0%3D&nvMid=82517298686&catId=50004654
